"title","date","brief","detail_href"
"OpenSSH信息泄露漏洞（CVE-2018-15473、CVE-2018-15919） 威胁预警通告","2018/10/15","综述 前段时间，OpenSSH被曝出存在两个信息泄露漏洞（CVE-2018-15473和CVE-2018-15919）。其中CVE-2018-15919影响自2011年9月6日发布的5 9版本到今年8月24日发布的最新版本7 8。CVE-2018-15473则影响自1999年以来至今年7 7版本中所有版本，远程攻击者可利用漏洞猜测在OpenSSH服务器上注册的用户名。根据发现CVE-2018-15919的研究人员的说法，OpenSSH的开源开发人员表示并未将此信息泄露视为严重威胁，因为用户名被认为是用户","/html/2018/39_1015/780.html"
"Cisco 多个漏洞安全威胁通告","2018/9/30","综述 近日，Cisco官方发布了半年一次的Cisco IOS和IOS XE软件的安全建议报告，其中公布了Cisco IOS软件和Cisco IOS XE软件中的13个漏洞。还有一份报告中描述了Cisco ASA软件中存在的漏洞。所有13个漏洞的安全影响评级（SIR）均为High。其中四个漏洞影响Cisco IOS软件和Cisco IOS XE软件一个漏洞影响Cisco IOS软件，七个漏洞影响Cisco IOS XE软件一个漏洞影响Cisco IOS XE软件和Cisco ASA软件。思科已确认所有","/html/2018/39_0930/779.html"
"Xbash 恶意软件 威胁预警通告","2018/9/30","综述 本月，Palo Alto Networks的安全研究人员发现了一种新的恶意软件，被称为Xbash，主要针对Linux和Microsoft Windows服务器。恶意代码结合了不同恶意软件的功能，如勒索软件，挖矿软件，僵尸网络和蠕虫。在被感染的Linux系统中发现了僵尸网络和勒索软件功能，而在被感染的Windows服务器中则发现了挖矿行为。参考链接：https: securityaffairs co wordpress 76305 malware xbash-malware html恶意软件Xbash Xbash是使","/html/2018/39_0930/778.html"
"Cisco IOS XE Software Static Credential漏洞 （CVE-2018-0150） 威胁预警通告","2018/9/20","综述 当地时间9月19日，Cisco官方发布了一则通告称IOSXE Software中存在一个高危漏洞（CVE-2018-0150）。该漏洞是源于一个未记录的用户账户，该账户具有默认的用户名和密码并且权限等级为15。 一个未授权的攻击者可以利用此帐户远程连接到受影响的设备来利用此漏洞。 成功利用可能允许攻击者以权限级别15访问权限登录设备。漏洞CVSS评分如下：CVSS 3 0: 9 8AV:N AC:L PR:N UI:N S:U C:H I:H A:H E:X RL:X RC:X官方通告","/html/2018/39_0920/777.html"
"NUUO摄像头系统NVRMini2多个漏洞 威胁预警通告","2018/9/18","综述北京时间2018年9月18日，Tenable官网上公开了关于由NUUO公司开发的摄像头系统NVRMini2存在多个严重漏洞，风险信息如下：项目描述CVE IDCVE-2018-1149 CVE-2018-1150Nessus插件ID117427CVSSv2基准 时间分数10 0 8 3CVSSv2向量AV：N AC：L Au：N C：C I：C A：C受影响的产品NUUO NVRMini2 3 8 0及以下版本风险因素严重https: www tenable com security research tra-2018-25攻击演示视频如下：","/html/2018/39_0918/776.html"
"IBM WebSphere代码执行漏洞处置手册","2018/9/14","一 漏洞概述 近日，IBM官方发布了关于WebSphere的远程代码执行漏洞（CVE-2018-1567），利用此漏洞，攻击者可构造恶意序列化对象，通过SOAP连接器执行任意JAVA代码。CVSS评分: 9 8，CVSS:3 0 AV:N AC:L PR:N UI:N S:U C:H I:H A:H参考链接： https: www-01 ibm com support docview wss?uid=swg22016254 https: exchange xforce ibmcloud com vulnerabilities 143024二 影响范围 受影响的版本：lIBM WebSphere 9 0","/html/2018/39_0914/775.html"
"Siemens 多个产品漏洞 威胁预警通告","2018/9/14","综述当地时间9月11日，西门子官方发布通告修复了其多款产品中不同程度的安全漏洞，受影响产品包括SIMATIC WinCC OA、SCALANCE X交换机等。官方通告：https: www siemens com global en home products services cert html SecurityPublications漏洞概述SIMATIC WinCC OA影响SIMATIC WinCC OA的漏洞CVE-2018-13799是由于5678 TCP端口的访问控制不当而产生，成功利用该漏洞可能允许未经身份验证的远程攻击者在SIMATIC Wi","/html/2018/39_0914/774.html"
"Adobe 9月安全更新 安全威胁通告","2018/9/14","综述 当地时间9月11日，Adobe官方发布了9月安全更新，修复了其产品中的多个漏洞，包括Flash Player和ColdFusion。官方通告地址：https: helpx adobe com security html 漏洞概述： Adobe Flash PlayerAdobe已发布适用于Windows，macOS，Linux和Chrome OS的AdobeFlash Player安全更新。更新解决了Adobe Flash Player 30 0 0 154及更早版本中的一个权限提升漏洞（CVE-2018-15967）。成功利用该漏洞可能导致信息泄露","/html/2018/39_0914/773.html"
"微软发布9月补丁修复64个安全问题 安全威胁通告","2018/9/14","综述微软于周二发布了9月安全更新补丁，修复了64个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及 NET Core、 NET Framework、Adobe Flash Player、Azure、Device Guard、InternetExplorer、Microsoft Edge、Microsoft Graphics Component、Microsoft Identity Services、Microsoft JET Database Engine、Microsoft Office、Microsoft scripting Engine、Microsoft Windows、Microsoft XML Core Ser","/html/2018/39_0914/772.html"
"IBM WebSphere Application Server远程代码执行漏洞 （CVE-2018-1567） 威胁预警通告","2018/9/14","近日，IBM发布安全通告称修复了一个WebSphere Application Server中一个潜在的远程代码执行漏洞（CVE-2018-1567）。攻击者可以构造一个恶意的序列化对象，随后通过SOAP连接器来执行任意JAVA代码。详细信息可参考：https: www-01 ibm com support docview wss?uid=swg22016254 受影响的版本IBM WebSphere Application Server:lVersion 9 0lVersion 8 5lVersion 8 0lVersion 7 0不受影响的版本lVersion >= 9 0 0 10","/html/2018/39_0914/771.html"
"Apache Struts2 远程代码执行漏洞（S2-057） 技术分析与防护方案","2018/8/24","综述 北京时间2018年8月22日，Apache官方发布通告公布了Struts2中一个远程代码执行漏洞（CVE-2018-11776，CNVD-2018-15894，CNNVD-201808-740）。该漏洞在两种情况下存在，第一，当xml配置中未设置namespace值，且上层动作配置（action(s) configurations）中未设置或使用通配符namespace值时，可能导致远程代码执行漏洞的发生。第二，使用未设置value和action值的url标签，且上层动作配置中未设置或使用通配符namespace值，","/html/2018/39_0824/770.html"
"Ghosts cript 多个-dSAFER 沙箱绕过漏洞 威胁预警通告","2018/8/23","综述 近日，Ghostscript被爆出包含多个-dSAFER沙箱绕过漏洞。-dSAFER是Ghostscript用于防止不安全Postscript操作的安全沙箱。此漏洞与2016年出现的沙箱绕过漏洞（CVE-2016-3714）类似，远程未经身份验证的攻击者可通过多种Postscript操作来绕过-dSAFER提供的保护，在易受攻击的系统上执行任意命令。ImageMagick等默认使用Ghostscript来处理Postscript内容的应用，将受到此漏洞影响。详细信息可参考：https: www kb cert org","/html/2018/39_0823/769.html"
"Apache Struts 2 远程代码执行漏洞（cve-2018-11776）处置手册","2018/8/23","一 漏洞概述 北京时间8月22日，Struts官方公开了漏洞S2-057（CVE-2018-11776）。该漏洞可能在两种情况下被触发，第一，当没有为底层xml配置中定义的结果设置namespace值，并且其上部操作配置没有namespace或通配namespace时，可能构成RCE攻击。第二，当使用没有value和action集的url标签时，并且其上层操作配置没有或通配namespace时，也可能构成RCE攻击。参考链接： https: cwiki apache org confluence display WW S2-0","/html/2018/39_0823/768.html"
"Struts 2 远程代码执行漏洞（CVE-2018-11776） 威胁预警通告","2018/8/23","综述 北京时间8月22日13时，Apache官方发布通告公布了Struts2中一个远程代码执行漏洞（CVE-2018-11776）。该漏洞在两种情况下存在，第一，在xml配置中未设置namespace值，且上层动作配置（upper action(s)configurations）中未设置或用通配符namespace值。第二，使用未设置value和action值的url标签，且上层动作配置（upper action(s) configurations）中未设置或用通配符namespace值。详细信息可参考：https: cwiki apac","/html/2018/39_0823/767.html"
"Adobe 8月安全更新","2018/8/17","当地时间8月14日，Adobe官方发布了8月安全更新，修复了其产品中的多个漏洞，包括Acrobat和Reader，Flash Player，ExperienceManage以及Creative Cloud Desktop Application。 漏洞概述： Adobe Flash Player l 影响版本： <= 30 0 0 134 l 安全版本： 30 0 0 154 Important Security Mitigation Bypass CVE-2018-12825 Important Information Disclosure CVE-2018-12827 Important Vu","/html/2018/39_0817/766.html"
"Microsoft Exchange内存破坏漏洞 CVE-2018-8302","2018/8/17","当地时间8月14日周二，微软发布的8月份安全更新中存在一个高危的内存破坏漏洞（CVE-2018-8302）。该漏洞源于软件无法正确处理内存中的对象， 成功利用此漏洞的攻击者可以在System用户的上下文中运行任意代码。 然后攻击者可以安装程序; 查看，更改或删除数据; 或创建新帐户。 利用此漏洞需要使用统一消息（UM）配置Exchange服务器（这并不是默认的Exchange设置），随后攻击者将特制的电子邮件发送到易受攻击的Exchang","/html/2018/39_0817/765.html"
"微软发布8月补丁修复63个安全问题","2018/8/17","微软于周二发布了8月安全更新补丁，修复了63个从简单的欺骗攻击到远程执行代码的安全问题。产品涉及 NET Framework、Adobe Flash Player、Device Guard、Internet Explorer、Microsoft Browsers、Microsoft Edge、Microsoft Exchange Server、Microsoft Graphics Component、Microsoft Office、Microsoft scripting Engine、Microsoft Windows、Microsoft Windows PDF、SQL Server、Windows Authentication","/html/2018/39_0817/764.html"
"Oracle Database产品漏洞 CVE-2018-3110","2018/8/17","近日，Oracle官方独立发送了一封“安全警告”邮件给所有Oracle用户，并告知用户一个Oracle Database高危漏洞CVE-2018-3110。该漏洞存在于Oracle数据库服务器的Java VM组件中，经过身份验证的远程攻击者可以利用来控制产品并建立对底层服务器的shell访问权限。 该漏洞影响Windows，Unix以及Linux的用户。CVSS 3 0评分：9 9CVSS:3 0 AV:N AC:L PR:L UI:N S:C C:H I:H A:H受影响的版本 lOracle Database Server versions","/html/2018/39_0817/763.html"
"WECON（维控） LeviStudioU栈堆溢出漏洞（CVE-2018-10602，CVE-2018-10606） 安全威胁通告","2018/8/1","综述 当地时间7月31日，NCCIC发布一则通告称WECON LeviStudioU存在2个漏洞：栈溢出漏洞（CVE-2018-10602）和堆溢出漏洞（CVE-2018-10606）。NSFOCUS安全团队和Ghirmay Desta与趋势科技Zero Day Initiative的Mat Powell合作，向NCCIC报告这些漏洞。攻击者可以利用上述漏洞在受影响的设备上执行任意代码。 CVSS 3 0 评分：8 8 相关链接： https: ics-cert us-cert gov advisories ICSA-18-212-03 受影响的版","/html/2018/39_0801/762.html"
"Davolink DVW-3200N路由器漏洞CVE-2018-10618 安全威胁通告","2018/8/1","综述 当地时间7月31日，DavolinkDVW-3200N 路由器被曝出1个高危漏洞（CVE-2018-10618）。该路由器生成容易被破解的弱密码，允许远程攻击者获取设备的密码。 CVSS 3 0 评分：9 8 相关链接： https: ics-cert us-cert gov advisories ICSA-18-212-01 受影响的版本l DVW-3200N version < 1 00 06 不受影响的版本 l DVW-3200N version 1 00 06 解决方案 Davolink官方为该设备提供了一个新的固件版本","/html/2018/39_0801/761.html"
"Samsung SmartThings Hub多个漏洞 安全威胁通告","2018/8/1","综述 近日，Talos团队公布了多个关于Samsung SmartThings Hub的漏洞，包括命令注入、远程代码执行等高危漏洞，最高CVSS评分9 9。 详细信息可参考(搜索关键字 SmartThings)： https: www talosintelligence com vulnerability_reports disclosed 漏洞概述 漏洞名称 类别 CVE CVSS评分 Video-core相机更新代码执行漏洞 CVE-2018-3903 CVE-2018-3904 9 9 Video-core凭证代码执行漏洞 CVE-2018-3873","/html/2018/39_0801/760.html"
"A站千万用户信息泄露 安全威胁通告","2018/6/13","综述近日，弹幕视频网站AcFun(A站)发布官方声明称其网站被黑客攻击，千万条用户信息泄露，包括用户名ID与密码等。这些泄露的用户信息在暗网上已被公开出售，同时出售的还包括其他商家的用户信息。官方通告链接（或见文末附录）：http: www acfun cn a ac4405547泄露详情A站官方称本次泄漏的信息包括用户名ID，昵称，加密存储的密码等，并承认根本原因是由于没有把AcFun做的足够安全。2017年7月7日后，A站升级改造了新的用户账","/html/2018/39_0613/759.html"
"微软发布6月补丁修复52个安全问题","2018/6/13","综述 微软于周二发布了6月安全更新补丁，修复了52个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及Adobe Flash Player、Device Guard、HID Parser Library、Internet Explorer、Microsoft Edge、Microsoft NTFS、Microsoft Office、Microsoft scripting Engine、Microsoft Windows、Windows Hyper-V、Windows Kernel以及Windows Shell。焦点漏洞 CVE-2018-8248 | Microsoft Excel 远程代码执行漏洞","/html/2018/39_0613/758.html"
"Adobe Flash Player多个安全漏洞 安全威胁通告","2018/6/8","综述当地时间6月7日，Adobe官方发布了一则安全通告，修复了Adobe Flash Player的多个漏洞，包括信息泄露和任意代码执行等。漏洞概括如下：CVE编号漏洞影响严重程度CVE-2018-4945任意代码执行CriticalCVE-2018-5002CVE-2018-5000信息泄露ImportantCVE-2018-5001详细信息可参考：https: helpx adobe com security products flash-player apsb18-19 html受影响的版本Adobe Flash Player <= 29 0 0 171不受影响的版本Adobe","/html/2018/39_0608/757.html"
"Cisco IOS XE AAA远程代码执行漏洞 （CVE-2018-0315） 安全威胁通告","2018/6/7","综述当地时间6月6日，Cisco官方发布一则安全通告称其产品中用于认证、授权和记录(AAA)的服务存在一个严重漏洞（CVE-2018-0315）。通过该漏洞，攻击者在未授权的情况下可以远程在受影响的设备上执行任意代码，或者造成设备的重加载导致拒绝服务条件。CVSS3 0 Base 9 8 AV:N AC:L PR:N UI:N S:U C:H I:H A:H E:X RL:X RC:X详细信息可参考：https: tools cisco com security center content CiscoSecurityAdvisory cisco-sa-2","/html/2018/39_0607/756.html"
"Zip Slip任意文件覆盖漏洞 安全威胁通告","2018/6/6","综述当地时间6月5日，Snyk的研究员公布了一个名为Zip Slip的漏洞。通过该漏洞，攻击者可以利用一个特制的ZIP压缩文件，通过路径遍历覆盖任意文件，从而导致潜在的命令执行。详细信息可参考：https: snyk io research zip-slip-vulnerability漏洞概述攻击者可以使用保存目录遍历文件名的特制档案文件（例如 evil sh）触发Zip Slip漏洞。 一旦易受攻击的代码库提取了归档文件的内容，攻击者就可以将它应该驻留的文件夹","/html/2018/39_0606/755.html"
"Git远程代码执行漏洞（CVE-2018-11235）安全威胁通告","2018/6/1","综述近日，Git被发现存在一个潜在的远程代码执行漏洞（CVE-2018-11235），该漏洞源于在用git clone时没有对submodule的文件夹命名做足够的验证，当用户在使用 ‘git clone –recurse-submodules’ 时 攻击者可以通过构造一个恶意的 gitmodules文件从而远程执行任意代码。参考链接：https: blogs msdn microsoft com devops 2018 05 29 announcing-the-may-2018-git-security-vulnerability 受影响的版本 Git version","/html/2018/39_0601/754.html"
"全新恶意软件VPNFilter控制全球至少50万台网络设备","2018/5/29","近日，有一款名为VPNFilter的恶意软件被发现感染了至少50万的网络设备，Talos团队在近几个月来一直在与各威胁情报厂商和执法机构合作，通过研究后发现，这款恶意软件十分先进，可能是由国家资助或与国家级别的攻击者发起的，是一种先进的模块化恶意软件系统（modular malware system）。 本文揭示了该恶意软件的技术细节并提出了防护措施。 虽然目前研究还没有完全完成，但是公开的信息应该会有助于受影响的客户可以及时的","/html/2018/39_0529/753.html"
"Weblogic 反序列化远程代码执行漏洞(CVE-2018-2628) 技术分析与防护方案","2018/4/18","综述 当地时间4月17日，北京时间4月18日凌晨，Oracle官方发布了4月份的关键补丁更新CPU（Critical Patch Update）其中包含一个高危的Weblogic反序列化漏洞(CVE-2018-2628)，通过该漏洞，攻击者可以在未授权的情况下远程执行任意代码。 参考链接： http: www oracle com technetwork security-advisory cpuapr2018-3678067 html漏洞影响范围 lWeblogic 10 3 6 0 lWeblogic 12 1 3 0 lWeblogic 12 2 1 2 lWeblogic","/html/2018/39_0418/752.html"
"微软发布4月补丁修复67个安全问题","2018/4/12","微软于周二发布了4月安全更新补丁，修复了67个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及Adobe Flash Player、Internet Explorer、Microsoft Browsers、Microsoft Devices、Microsoft Edge、Microsoft Graphics Component、Microsoft JET Database Engine、Microsoft Malware Protection Engine、Microsoft Office、Microsoft scripting Engine、Microsoft Windows、Visual Studio、Windows Hyp","/html/2018/39_0412/751.html"
"Allen-Bradley(AB) MicroLogix 1400 PLC系列漏洞","2018/4/12","Cisco Talos团队发布通告，Allen-Bradley的MicroLogix 1400 PLC存在多个漏洞，包含高危的访问控制漏洞等，攻击者通过这些漏洞可以对受影响的设备进行拒绝服务攻击。 漏洞概括如下表： CVE编号 漏洞名称 影响的设备 CVSS 3 0 CVE-2017-12088 以太网卡特制数据包拒绝服务漏洞 Allen Bradley Micrologix 1400 Series B FRN 21 2及以下版本 8 6 CVE-2017-12089 梯形图逻辑程序下载设备故障拒绝服务漏洞 8 6","/html/2018/39_0412/750.html"
"Spring Data Commons远程代码执行漏洞（CVE-2018-1273）","2018/4/12","Pivotal Spring官方发布安全公告，Spring Data Commons组件中存在远程代码执行漏洞（CVE-2018-1273），攻击者可构造包含有恶意代码的SPEL表达式实现远程代码攻击，直接获取服务器控制权限。 Spring Data是一个用于简化数据库访问，并支持云服务的开源框架包含Commons、Gemfire、JPA、JDBC、MongoDB等模块。此漏洞产生于Spring Data Commons组件，该组件为提供共享的基础框架，适合各个子项目使用，支持跨数据库持久化。","/html/2018/39_0412/749.html"
"Adobe 4月安全更新","2018/4/12","综述北京时间4月11日，Adobe官方发布了4月安全更新，修复了包括AdobePhoneGap ColdFusion Adobe Digital Editions Adobe InDesign Adobe Experience Manager和Adobe Flash Player等产品的数个安全漏洞。 概括如下： 产品 CVE 漏洞类别 漏洞影响 严重程度 Adobe Digital Editions CVE-2018-4925 越界读取 信息泄露 Important CVE-2018-4926 栈溢出 Adobe InDesign CVE-2018-4927 未受信任的搜索","/html/2018/39_0412/748.html"
"CVE-2018-1270:spring-messaging模块远程代码执行漏洞","2018/4/12","综述 Pivotal Spring官方发布安全公告，Spring框架中存在三个漏洞其中编号为CVE-2018-1270的漏洞可导致远程代码执行。在引入且使用spring-messaging组件时攻击者可通过WebSocket向服务器端发送携带有恶意代码的STOMP报文，直接获取服务器控制权限。Pivotal Spring官方4月9日对之前发布的公告进行了部分修订，受CVE-2018-1270漏洞影响的版本修订为Spring Framework 4 3 15及5 0 4。详情请参考如下链接：https: pivotal io","/html/2018/39_0412/747.html"
"Auth0平台身份验证绕过漏洞 （CVE-2018-6873，CVE-2018-6874）","2018/4/10","综述近日，Auth0被曝出存在严重的身份验证绕过漏洞。该漏洞（CVE-2018-6873）源于Auth0的Legacy Lock API没有对JSON Web Tokens(JWT)的参数做合理的验证，随后可以触发一个CSRF SXRF漏洞（CVE-2018-6874）。攻击者仅需要知道用户的user ID或者email地址，就可以登录该用户任何使用Auth0验证的应用。Auth0拥有2000多家企业用户并且每天管理超过15亿次的登录验证，是最大的身份平台之一。目前Auth0已经发布更新修复了该漏洞","/html/2018/39_0410/746.html"
"Cisco IOS/IOS XE远程代码执行漏洞（CVE-2018-0171）","2018/4/10","一 漏洞概述 2018年3月28日，Cisco IOS以及IOS XE软件被发现存在一个严重漏洞CVE-2018-0171。攻击者可以在未授权的情况下通过重新加载（reload）设备造成拒绝服务条件，或者远程执行代码。Smart Install是为新的LAN以太网交换机提供零触摸部署的即插即用配置和图形管理功能，在TCP端口4786上运行的Cisco专用协议，若设备启用了Smart Install功能且对外开放4786端口，攻击者就可通过发送畸形Smart Install报文来利用此","/html/2018/39_0410/745.html"
"Struts框架S2-056漏洞预警","2018/3/28","一 漏洞概述S2-056漏洞发生于Apache Struts2的REST插件，当使用XStream组件对XML格式的数据包进行反序列化操作，且未对数据内容进行有效验证时，攻击者可通过提交恶意XML数据对应用进行远程DoS攻击。官方通告如下：https: cwiki apache org confluence display WW S2-056二 影响范围受影响的版本Struts 2 1 1 - Struts 2 5 14 1不受影响的版本Struts 2 5 16三 解决建议ApacheStruts官方在新版本2 5 16版本中针对S2-056","/html/2018/39_0328/744.html"
"Oracle数据库版本更新升级说明","2018/3/19","综述近日，Oracle在其官方支持站点（MOS）上发布了2篇声明，告知用户需在2019年4月前对Oracle数据库进行更新，并强调了所有11 2 0 3及以前版本的DB Links必须进行升级更新。这2篇声明并不是针对安全性问题，而是数据库版本的一次更新。下面是通告的简要解读和说明。有问题的用户，建议直接联系Oracle厂商咨询。解读根据Oracle官方发布的声明，“What we are announcing：All supported releases of Oracle Databasesn","/html/2018/39_0319/743.html"
"Ubuntu最新Server版本本地提权漏洞","2018/3/19","综述 Ubuntu最新Server版本被曝出存在一个本地提权漏洞。这个漏洞（CVE-2017-16995）已经在之前的版本中进行了修复，但在最新版本中又重新出现，攻击者通过该漏洞可以直接获取root权限漏洞利用效果如下图：目前ubuntu官方还没有发布补丁更新。受影响的版本 目前已知：l Ubuntu 16 04 4 （官方最新版本）解决方案 目前Ubuntu官方暂时没有发布补丁，请用户持续关注，以便及时更新进行防护。参考链接https: usn ubuntu com","/html/2018/39_0319/742.html"
"微软凭据安全支持提供协议（CredSSP）漏洞 （CVE-2018-0886）","2018/3/15","综述 微软的凭据安全支持提供协议（CredSSP）被曝存在一个漏洞(CVE-2018-0886)，通过漏洞，攻击者可以控制域名服务器和网络上的其他系统。 该漏洞源于CredSSP中的一处加密逻辑问题，当客户端计算机和服务器通过远程桌面协议（RDP）和Windows远程管理（WinRM）连接协议彼此验证时，攻击者可以通过中间人攻击（man-in-the-middle）来利用该漏洞。微软已经在昨日发布的3月份更新中解决了这个问题。 相关链接： https: supp","/html/2018/39_0315/741.html"
"AMD芯片漏洞","2018/3/15","综述 以色列安全公司 CTS Labs 于当地时间周二发布了一份白皮书，其中指出 AMD 芯片中存在四类共计 13个关键安全漏洞，影响 EPYC，Ryzen，Ryzen Pro 和 Ryzen Mobile 系列处理器。据称攻击者可以利用这些漏洞窃取基于AMD CPU 设备的敏感数据，并安装恶意软件。四种漏洞类型包括 Chimera漏洞、Ryzenfall漏洞、Fallout漏洞、Masterkey漏洞。 相关链接： https: threatpost com amd-investigating-reports-o","/html/2018/39_0315/740.html"
"ManageEngine Applications Manager 远程代码执行漏洞 （CVE-2018-7890）","2018/3/15","综述 近日，研究人员通过分析发现ManageEngine Applications Manager中存在一个严重的远程代码执行漏洞。漏洞源于可公开访问的testCredential do端点，在验证用户提供的凭证时可能导致远程代码执行。目前官方还没有发布新版本进行修复。 http: cve mitre org cgi-bin cvename cgi?name=CVE-2018-7890 https: www securityfocus com bid 103358 https: pentest blog advisory-manageengine-applications-manager-remot","/html/2018/39_0315/739.html"
"微软发布3月补丁修复75个安全问题","2018/3/15","综述 微软于周二发布了3月安全更新补丁，修复了75个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及 NET Core、Adobe Flash Player、ASP NET、ASP NET、DeviceGuard、Internet Explorer、Microsoft Browsers、Microsoft Edge、Microsoft Exchange Server、Microsoft Graphics Component、Microsoft Office、Microsoft scripting Engine、Microsoft Video Control、Microsoft Windows、Windows Deskto","/html/2018/39_0315/738.html"
"Memcached DRDoS攻击跟踪与缓解措施","2018/3/9","一 攻击事件回顾根据最新的数据统计，由Memcached造成的DDoS攻击流量峰值达到了1 7Tbps。绿盟科技与中国电信云堤共同对此事进行跟踪分析，短短5天内，全球就发生了79起利用Memcached协议的DDoS反射放大攻击，日攻击总流量最高达到419TBytes，攻击发生的频率从一天十几次到几百次，呈现爆发式增长。其中，针对我国境内的Memcached反射放大攻击就有68次，江苏、浙江两省被攻击频繁。针对我国境内的攻击，单次攻击最高攻击峰值达5","/html/2018/39_0309/737.html"
"Linux邮件传输代理Exim缓冲区溢出漏洞 (CVE-2018-6789)","2018/3/8","综述 Linux的邮件传输代理Exim被曝出存在一个漏洞（CVE-2018-6789）。该漏洞源于base64解码函数中的一个缓冲区溢出问题。常规下base64编码后的字符串的长度为4的倍数，但是有可能在传输或者恶意构造的情况下导致长度不为4的倍数，致使长度计算错误。通过该漏洞，攻击者可以绕过防护机制在受影响的应用程序上下文中执行任意代码。若攻击尝试失败仍可导致拒绝服务条件。绿盟科技威胁情报中心（NTI）显示全球Exim用量超过百万级","/html/2018/39_0308/736.html"
"Apache Tomcat 安全绕过漏洞 CVE-2018-1305 处置建议","2018/3/2","一 漏洞概述 近日，Apache发布安全公告称Apache Tomcat 7、8、9多个版本存在安全绕过漏洞。攻击者可以利用这个问题，绕过某些安全限制来执行未经授权的操作，这可能有助于进一步攻击。Apache Tomcat servlet 注释定义的安全约束，只在servlet加载后才应用一次。由于以这种方式定义的安全约束，应用于URL模式及该点下任何URL，很可能取决于servlet加载的次序，将会将资源暴露给未经授权访问它们的用户。详情请参考如下","/html/2018/39_0302/735.html"
"2018年平昌冬奥会受到“Olympic Destroyer”攻击","2018/3/1","综述 2018年2月在韩国举办的平昌冬季奥林匹克运动会遭到不明身份的黑客攻击。根据目前的分析来看，此次攻击主要目的为破坏冬奥会的顺利举行，并没有发现其他功能。分析人员在分析攻击样本后表示，此次攻击的溯源与攻击者身份难以下定论，攻击者使用了多个其他攻击团体的特征，以此迷惑和误导分析人员，使得攻击者身份难以被确定。分析人员将该攻击称为“Olympic Destroyer”。 参考链接：http: blog talosintelligence","/html/2018/39_0301/734.html"
"Adobe Flash Player 0-day漏洞 （CVE-2018-4878）","2018/2/2","综述 当地时间2月1日，北京时间2月2日，Adobe Flash Player被发现存在一个0-day漏洞（CVE-2018-4878），并且已被攻击者利用，该漏洞影响目前所有版本。攻击者可以诱使用户打开包含恶意Flash代码的Microsoft Office文档，网页，垃圾电子邮件等。恶意代码被认为是嵌入在MS Word文档中的Flash SWF文件中。Adobe也发布通告表示CVE-2018-4878的漏洞利用已经存在，将在2月5日的补丁中修复该漏洞。相关链接：https: www bleepi","/html/2018/39_0202/733.html"
"ElectronJs远程代码执行漏洞 （CVE-2018-1000006）","2018/1/25","综述 近日，使用自定义协议处理程序（custom protocol handlers）的Electron应用程序被发现存在一个远程执行代码漏洞。该漏洞源于应用程序在设计时，将自身注册为协议的默认处理程序（例如myapp: ），无论协议是如何注册的，例如本机代码，Windows注册表或者Electron的app setAsDefaultProtocolClient的API，都会受到影响。 相关链接： https: electronjs org blog protocol-handler-fix受影响的版本 Electron vers","/html/2018/39_0125/732.html"
"RedHat安全更新修复OpenJDK1.8.0版本漏洞","2018/1/19","综述 RedHat发布安全补丁通告，修复了多个java-1 8 0-openjdk的安全问题。相关链接：https: access redhat com errata RHSA-2018:0095 漏洞概述 在OpenJDK的Hotspot和AWT组件中发现了多个缺陷。不可信的Java应用程序或小程序可以使用这些漏洞绕过某些Java沙箱限制。（CVE-2018-2582，CVE-2018-2641）OpenJDK的JNDI组件中的LDAPCertStore类未能安全地处理LDAP引用。攻击者可能使用这个漏洞获取证书数据。（CVE-2018-263","/html/2018/39_0119/731.html"
"Oracle全系产品2018年1月关键补丁更新","2018/1/17","综述 当地时间2018年1月16日，Oracle官方发布了2018年1月关键补丁更新公告（cpu），安全通告以及第三方安全公告等公告内容，修复了237个不同程度的漏洞，包括针对Intel处理器漏洞（MeltdownSpectre）的相关修复。各产品受影响情况以及可用补丁情况见附录表格。 详情见如下链接： http: www oracle com technetwork security-advisory cpujan2018-3236628 html Oracle数据库服务器（Database Server） 此重要补丁更新","/html/2018/39_0117/730.html"
"macOS本地用户任意密码解锁App store","2018/1/11","综述 近日，macOS 10 3被曝出存在一个bug，任何本地用户可以使用几乎任何密码来解锁App Store的偏好设置。这个bug只适用于本地管理员身份的用户，在非管理员的本地用户登录时，不能使用任意密码解锁偏好设置。虽然这并不像最近那个可以通过不重复地输入密码来获得macOS root权限的bug那样严重，但它确实证明macOS中有一些关于如何使用密码的严重问题。 相关链接：https: openradar appspot com 36350507https: www bl","/html/2018/39_0111/729.html"
"Jackson-databind远程代码执行漏洞 （CVE-2017-17485）","2018/1/11","综述 近日，Jackson-databind又曝出一个远程代码执行漏洞。该漏洞为之前漏洞（CVE-2017-7525）的后续，描述了另一种针对Jackson-databind的攻击，攻击者可以通过Jackson滥用Spring classes导致远程代码执行。 相关链接：https: www securityfocus com archive 1 541652https: github com irsl jackson-rce-via-spel 受影响的版本Jackson-databind version 2 9 3Jackson-databind version 2 7 9 1Jackson-data","/html/2018/39_0111/728.html"
