"category","category_content","title","abstract","row_key","source","edit_time","icon"
"B007_C0001","其他","WannaMine升级到V4.0版本，警惕中招！","近日，多个企业反馈大量主机和服务存在卡顿和蓝屏现象，深信服安全团队研究发现，该企业用户中的是最新型的WannaMine变种，此病毒变种是基于WannaMine3.0改造，又加入了一些新的免杀技术，传播机制与WannaCry勒索病毒一致（可在局域网内，通过SMB快速横向扩散），故我们将其命名WannaMine4.0。","OTBlZTMxNWMtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/3/21 00:00:00","http://secimg.sangfor.com.cn/FrxmvTK6bpty8jFdMwl-v0fTfjJq"
"B007_C0001","其他","“天堂”竟然伸出恶魔之手？Paradise勒索病毒再度席卷","近日，深信服安全团队接到客户反馈，主机被加密勒索，经过跟踪分析，拿到了相应的样本，确认样本为Paradise勒索病毒的变种版本，并对此勒索病毒样本进行深入的分析。Paradise(天堂)勒索病毒最早出现在2018年七月份左右，感染多家企业。此次的变种借用了CrySiS家族的勒索信息，代码结构也跟早期版本有了很大的区别。","OTJjYzU0NzItOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/3/21 00:00:00","http://secimg.sangfor.com.cn/Fqk-YdeGw8ypSMwSaIzxXstW41pj"
"B007_C0001","其他","预警！Globelmposter最新变种来袭，多家企业中招","近日，深信服安全团队发现多例GlobeImposter4.0勒索病毒最新变种攻击事件，国内已有多家企业遭受攻击。该勒索病毒变种通过社会工程，RDP爆破，恶意程序捆绑等方式进行传播，加密受害主机文件，并修改文件后缀为“.auchentoshan”，释放勒索信息进行勒索，深信服安全团队密切关注该勒索病毒家族的发展动态，对捕获的变种样本进行了详细分析。","OTA0OTYyNDQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/3/19 00:00:00","http://secimg.sangfor.com.cn/FnKnqRfpfS_1MWkbhSlA89GLuOQC"
"B007_C0001","其他","数百以色列热门网站成为耶路撒冷攻击活动目标，向Windows用户传播JCry勒索病毒","2019年3月，国外黑客组织针对数百个备受欢迎的收色列网站发起了一系列攻击活动，活动命名为耶路撒冷，其目的是通过JCry勒索病毒感染Windows用户。","OGY5YmMzMGEtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/3/18 00:00:00","http://secimg.sangfor.com.cn/FmjtyC-RY2pbZwYogSRnNKhAXLzO"
"B007_C0001","其他","被CrazyCrypt2.1勒索病毒加密了？深信服提供一键解密工具","近日，国外分析人员报出CrazyCrypt 2.1勒索病毒，该勒索病毒集加解密模块于一体，通过AES加密算法对文件进行加密。深信服安全团队密切关注该勒索病毒家族的最新动向，对捕获的样本进行了详细分析，并向广大用户提供免费的密钥获取工具。","OGU5MGVmZWUtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/3/13 00:00:00","http://secimg.sangfor.com.cn/FlG5tbKeMDoEKO-EKD6hn4S-DGob"
"B007_C0001","其他","5.2版本发布：被各大安全厂商“掏空”的GandCrab又有新的变种了？","GandCrab勒索病毒是2018年勒索病毒家族中最活跃的家族，该勒索病毒首次出现于2018年1月，在将近一年的时候内，经历了五个大版本的更新迭代，此勒索病毒的传播感染多式多种多样，使用的技术也不断升级，勒索病毒主要使用RSA密钥加密算法，导致加密后的文件，无法被解密。","OGUwOTgzMmUtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/3/4 00:00:00","http://secimg.sangfor.com.cn/FnKMdAbTUv8fvuP3NRk47IofTZVY"
"B007_C0001","其他","FilesLocker变种：Gorgon(蛇发女妖)勒索病毒感染政企系统","近日，多家政企用户上报系统遭受一种名为Gorgon的勒索软件攻击，该勒索软件支持中、英、韩三种语言，并修改Winlogon项为勒索信息；疑似FilesLocker代理变种，深信服安全团队针对捕获的样本进行了详细的技术分析。","OGM4NmRiNDYtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/27 00:00:00","http://secimg.sangfor.com.cn/FimQJY5Ne5NoCfM6HhCvs1fvSWxT"
"B007_C0001","其他","影响超5亿用户：WinRAR绝对路径穿越漏洞(CVE-2018-20250)在野利用传播后门","WinRAR是一款用于Windows系统的解压缩工具，全球用户量超过5亿。其ACE解压模块文件UNACEV2.dll中存在高危漏洞，攻击者可利用该漏洞将文件解压缩到指定的路径。深信服安全团队持续跟踪事态进展，捕获到在野利用该漏洞传播后门程序的恶意样本，并对其进行详细分析。","OGJkZDI5NDgtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/26 00:00:00","http://secimg.sangfor.com.cn/Fqq-p1KtXYNkeVaO26xX0MsF0cec"
"B007_C0001","其他","冒用有效签名：Clop勒索病毒这股”韩流“已入侵国内企业","Clop勒索病毒是一款2019年最新出现的勒索病毒家族，主要活跃地区在韩国，并出现在国内传播的趋势，已有企业遭受该勒索病毒家族的攻击，深信服安全团队第一时间对此勒索病毒进行了跟踪，并进行了详细分析，样本通过RSA加密算法加密文件，同时会加密磁盘目录和网络共享目录下的文件，加密后的文件无法解密。","OGIzOGRhM2MtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/25 00:00:00","http://secimg.sangfor.com.cn/FuGxQ-WYNxZHN2q3r-7S61hStvnJ"
"B007_C0004","漏洞预警","【漏洞预警】GET方法也能触发漏洞，Drupal 8 远程代码执行漏洞预警","在2019年2月20日，Drupal官方团队在最新的安全更新中披露了一则Drupal 8 远程代码执行漏洞公告（SA-CORE-2019-003，CVE-2019-6340）。漏洞官方定级为Highly critical，评分21/25，属于最严重级别漏洞。该漏洞本质上是由于用户使用Drupal Core RESTful Web Services (rest)时，某些字段类型无法正确清理非格式源中的数据。在某些情况下，这可能导致任意PHP代码执行。攻击者可利用该漏洞在服务器上执行任意PHP代码，从而实现完全远程接管服务器的目的。","OGI5YThkYzItOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/25 00:00:00","http://secimg.sangfor.com.cn/FjX7s4_I5qzcRPAWc_zfJS9pWTwH"
"B007_C0001","其他","紧急预警！WatchDogsMiner挖矿蠕虫大量感染Linux服务器","近日，深信服安全团队追踪到公有云上及外部Linux服务器存在大量被入侵，表现为/tmp临时目录存在watchdogs文件，出现了crontab任务异常、网络异常、系统文件被删除、CPU异常卡顿等情况，严重影响用户业务。多个用户邀请深信服安全专家远程排查，最终经过分析确认，用户Linux服务器被植入新型恶意挖矿蠕虫，且较难清理。
深信服安全团队将其命名为WatchDogsMiner，并紧急发布预警，提醒企业用户及时开展自查修复，防范WatchDogsMiner挖矿蠕虫。","OGEzOGEyZGUtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/23 00:00:00","http://secimg.sangfor.com.cn/FpccAcnnAqBtAcBJb4QRSp0xBhwy"
"B007_C0004","漏洞预警","Windows服务器易受IIS资源耗尽DoS攻击漏洞预警","2019年2月20日，微软应急响应中心报告了一个包含HTTP / 2恶意请求发送到运行Internet信息服务（IIS）的Windows Server时触发的DOS攻击。HTTP / 2规范允许客户端使用任意数量的SETTINGS参数指定任意数量的SETTINGS帧，在某些情况下，过多的设置可能导致服务变得不稳定，并可能导致临时CPU使用率达到峰值，直到连接超时关闭连接。该攻击本质上是通过客户端发起的恶意HTTP / 2包含较多SETTINGS参数指定较多SETTINGS帧请求到运行IIS 10的服务器，导致系统CPU使用率达到100%进而拒绝服务。","ODkyMzgwOWUtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/22 00:00:00","http://secimg.sangfor.com.cn/Fnniv6gCtcxFOumIpQP3M9J-w2Pe"
"B007_C0001","其他","注入型勒索病毒Ryuk，伸向x64系统的魔爪","Ryuk是一款通过垃圾邮件和漏洞利用工具包传播的勒索病毒，最早在2018年8月由国外某安全公司报道，其代码结构与HERMES勒索病毒十分相似；早前，深信服安全团队针对32位的Ryuk勒索病毒进行了详细的技术分析，并密切关注该勒索家族的发展动向，对捕获的针对64位系统版本的Ryuk勒索病毒进行了详细的技术分析。","ODhmYzQ2OTYtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/21 00:00:00","http://secimg.sangfor.com.cn/Fohh-1ecPWRhi2sEyRAPbMCzoJm_"
"B007_C0004","漏洞预警","WinRAR目录穿越漏洞预警","利用该漏洞制作恶意ACE格式文件，当该文件被WinRAR解压缩的时候，能利用UNACEV2.dll中的路径遍历漏洞欺骗WinRAR将文件解压缩到攻击者指定的路径。使用该漏洞将恶意文件释放到启动文件夹中能使系统在启动时执行恶意程序。","ODkxMjRkYmEtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/21 00:00:00","http://secimg.sangfor.com.cn/FhdEXqDd6k-r8MNnvTYfzm4HJPBe"
"B007_C0004","漏洞预警","WordPress 5.0.0远程代码执行漏洞预警","在2019年2月19日，国外安全人员在博客中的披露了一则Wordpress 5.0.0版本远程代码执行漏洞。该漏洞本质上是由一个目录遍历漏洞以及一个本地文件包含漏洞组合利用而导致的一个远程代码执行漏洞。当攻击者获取到WordPress站点具有一定访问权限的账户后，即可利用该漏洞在底层服务器上执行任意PHP代码，从而实现完全远程接管服务器的目的。","ODdiNDRmOTAtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/20 00:00:00","http://secimg.sangfor.com.cn/FiQpnKT4XOzBDPVmeja6QCJ_EHk-"
"B007_C0004","漏洞预警","Jenkins 远程代码执行漏洞（CVE-2019-1003000）安全预警","2019年1月8日，Jenkins官方发布了一则Script Security and Pipeline 插件远程代码执行漏洞的安全公告，漏洞CVE编号为：CVE-2019-1003000，官方定级为高危。2019年2月15日，网上公布了该漏洞的利用方式，该漏洞允许具有“Overall/Read”权限的用户或能够控制SCM中的Jenkinsfile或者sandboxed Pipeline共享库内容的用户绕过沙盒保护并在Jenkins主服务器上执行任意代码。","ODc3ZTFhNzQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/17 00:00:00","http://secimg.sangfor.com.cn/FtUBJVzYZUO5LgRg2a-t93J_DlCB"
"B007_C0004","漏洞预警","【漏洞预警】Ubuntu Linux 权限升级漏洞PoC（CVE-2019-7304）","在2019年1月，国外安全人员在Ubuntu Linux的默认安装中发现了一个权限提升漏洞。这是由于snapd API中的一个错误，这是一个默认服务。任何本地用户都可以利用此漏洞获取对系统的直接root访问权限，CVE编号CVE-2019-7304。 ","ODc0ZGNiNTgtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/14 00:00:00","http://secimg.sangfor.com.cn/FmWTCcbZJB4eHNXfrYcBeECyoimx"
"B007_C0004","漏洞预警","【漏洞预警】runc容器逃逸漏洞 (CVE-2019-5736) ","2019年2月11日，研究人员通过oss-security邮件列表披露了runc容器逃逸漏洞的详情，根据OpenWall的规定EXP会在7天后也就是2019年2月18日公开，CVE编号CVE-2019-5736。","ODczMGJlMDAtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/2/14 00:00:00","http://secimg.sangfor.com.cn/Fnniv6gCtcxFOumIpQP3M9J-w2Pe"
"B007_C0004","漏洞预警","【漏洞预警】ThinkPHP 5.1-5.2 全版本远程代码执行漏洞预警","2019年1月11日，某安全团队公布了一篇ThinkPHP 5.0.*远程代码执行漏洞文档，公布了一个ThinkPHP 5.0.*远程代码执行漏洞。2019年1月15日，某安全研究员公布了一篇ThinkPHP  5.1-5.2全版本远程代码执行漏洞的文章，文章中的该漏洞与ThinkPHP 5.0.*远程代码执行漏洞原理相似，攻击者可利用该漏洞在一定条件下获取目标服务器的最高权限。","ODZiYWQ5OTItOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/24 00:00:00","http://secimg.sangfor.com.cn/FkCKplPVLdGMEdHDfhFEh_mxSFBv"
"B007_C0001","其他","GandCrab5.1勒索病毒预警","近日，深信服安全团队收到客户反馈，其中一台服务器中了勒索病毒，服务器文件被加密。
经过分析排查发现，该勒索病毒家族为GandCrab。GandCrab勒索病毒是2018年勒索病毒家族中最活跃的家族，该勒索病毒首次出现于2018年1月，在将近一年的时候内，经历了五个大版本的更新迭代，此勒索病毒的传播感染多式多种多样，使用的技术也不断升级，勒索病毒主要采用RSA+AES相结合的加密算法，导致加密后的文件，无法被解密。
本次发现的是GandCrab家族的最新版本GandCrab5.1。","ODY2NDBhN2MtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/24 00:00:00","null"
"B007_C0004","漏洞预警","【漏洞预警】ThinkPHP 5.0.* 远程代码执行漏洞预警","2019年1月11日，某安全团队发布了一篇ThinkPHP 5.0.*远程代码执行漏洞文档，该漏洞主要存在于Request (thinkphp/library/think/Request.php)类中，ThinkPHP 5.0.24以下版本由于在此类中未做好安全过滤，导致了一个ThinkPHP 5.0.*远程代码执行漏洞。","ODJmOGYzZDQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/24 00:00:00","http://secimg.sangfor.com.cn/Fq52UIynoKQeJvOxahhEuZ95jqQ7"
"B007_C0004","漏洞预警","【漏洞预警】Microsoft Exchange 任意用户提权攻击预警","自微软公布了一月份的安全更新不久，国外安全研究员发现了一个Exchange Server任意用户伪造漏洞（CVE-2018-8581），可利用此漏洞获取域服务管理控制权限，进一步获得域服务中的所有账户信息。目前，该漏洞的PoC和相关利用方式已被公布，且微软尚未对此漏洞发布安全补丁，使用了Microsoft Exchange的用户可参考千里目实验室提供的临时防护方案进行有效防护。","ODcwMzM3OGMtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/24 00:00:00","http://secimg.sangfor.com.cn/FqA9zP2FiEp-w_1XnlsawoIIusRQ"
"B007_C0001","其他","Matrix勒索病毒PRCP变种侵入政企单位，警惕中招","近日，深信服安全团队在国内跟踪发现了一新型的病毒变种，确认为Matrix勒索病毒PRCP变种，目前已有政企单位感染案例，该勒索变种采用RSA+AES高强度加密算法，将系统中的大部分文档文件加密为PRCP后缀名的文件，然后对用户进行勒索。目前无法解密，提醒广大用户警惕，防止中招。","ODQwZDU3MjQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/24 00:00:00","null"
"B007_C0001","其他","警惕！一款注入型勒索病毒Ryuk来袭","Ryuk勒索病毒最新于2018年8月由国外某安全公司进行报道，短短两周内净赚超过64万美元的比特币，同时跟踪发现它与HERMES勒索病毒相关联，此外也有消息称HERMES勒索病毒与朝鲜黑客组织Lazarus有关联。Ryuk勒索病毒主要通过垃圾邮件以及漏洞利用工具包进行传播，专门用于自定义攻击，Ryuk的感染和传播过程都是由攻击者手动执行的，被加密的文件以.RYK后缀结尾。","ODI1NDc0OTQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/24 00:00:00","http://secimg.sangfor.com.cn/Fj0C9JygNb9Zi7L_Vkm4WlkCaGze"
"B007_C0001","其他","国内网站内容篡改现状调查","几乎每个人都有过这样的经历：手机电脑上网时却莫名其妙弹出满屏的广告，并跳转到其他网页，背后的真相究竟是什么，黑客如何进行网页篡改，网站又该如何防范。本文分析国内网站内容篡改现状，知己知彼，方能百战不怠。","ODBjMDM2ZWEtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/10 00:00:00","http://secimg.sangfor.com.cn/Fhzlp4mODECTy2_64GXk3MsPUASG"
"B007_C0001","其他","FilesLocker2.1圣诞特别版勒索病毒与早期版本解密工具","近日，深信服EDR安全团队跟踪到多个客户感染了FilesLocker勒索病毒，其中最新版本的已更新到了FilesLocker2.1，这是一个专门为了庆祝圣诞节而设计命名的版本，中招客户除了系统被加密破坏之外，还有来自勒索作者的节日问候。","N2ZkMTliODQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/1/5 00:00:00","http://secimg.sangfor.com.cn/Fk96DO6R7pdm_Y1ZtUNaGTrwyUgq"
"B007_C0001","其他","利用Telegram通信的勒索病毒Vendetta，你有见过吗？","深信服EDR安全团队，最近捕获到一款新型勒索病毒家族样本Vendetta。Vendetta是一款使用.NET框架开发的勒索病毒样本，会加密主机系统中大部分文件后缀名的文件，加密后缀为.vendetta，同时其具有Telegram通信功能，通过Telegram发送相应的主机进程信息以及加密信息，最后进行自删除。","N2RkYTU2YTQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/29 00:00:00","http://secimg.sangfor.com.cn/FkX0pxeZ7DV_bIe5sIQwKpsAl0P6"
"B007_C0001","其他","伪装成“发票到期”电子邮件，传播Neutrino僵尸网络","近日，深信服安全团队捕获到一个新型垃圾邮件，其中包含受密码保护的Word文档，团队中的相关人员对其进行了深入的分析，发现是同样类型的Neutrino最新版本僵尸程序。","N2NlZWE4MzAtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/29 00:00:00","http://secimg.sangfor.com.cn/Fs7fxc3uCsFS98HqsHZgigYXTSRE"
"B007_C0001","其他","多功能Kasidet家族病毒解剖","近日，深信服安全团队在云查记录中捕获到一款高度活跃的病毒，并对其进行了深入分析后确定该病毒为Kasidet家族，此次分析的病毒主要通过窃取系统信息然后连接服务器根据攻击者分发不同的命令执行不同的功能，攻击者可以利用受感染的计算机作为攻击平台实施各种网络攻击,如DDoS攻击、局域网感染、散布蠕虫病毒、窃取机密资料等，其隐秘性、破坏性和威胁程度都远大于单一的网络攻击模式。","N2M0ZTdmZTAtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/29 00:00:00","http://secimg.sangfor.com.cn/FtintR99orUp0aIT93AvXsf7Q9fB"
"B007_C0001","其他","还在用工具激活系统？小心被当做矿机！","近日，深信服EDR安全团队捕获到一个伪装成激活软件Windows Loader的病毒样本。经分析，该样本并没有激活功能，其主要功能是安装广告软件以及挖矿程序。
挖矿程序会拉起系统进程并在其中注入挖矿代码，并循环监控taskmgr.exe进程，如果检测到taskmgr.exe进程则终止挖矿，使得受害者比较难以察觉。","N2E5ZjMxODAtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/25 00:00:00","http://secimg.sangfor.com.cn/FhtyAmAqoIS866t01IwELz6xJ4kG"
"B007_C0001","其他","警惕！你下载的软件可能携带STOP勒索病毒变种！","​近日，深信服EDR安全团队捕获到一起通过捆绑软件运行勒索病毒的事件。勒索病毒与正常的应用软件捆绑在一起运行，捆绑的勒索病毒为STOP勒索病毒的变种，加密后缀为.djvu。","NzZjZWIwNjItOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/18 00:00:00","http://secimg.sangfor.com.cn/FvdKJFlnIMs8PXKTaMsR9C-Pve8M"
"B007_C0001","其他","SamSam作者又出来浪了","最近深信服EDR安全团队发现SamSam勒索病毒的最新变种样本，编译时间较新，加密后的文件后缀名与之前发现的一款变种一样，同样以.weapologize结尾，样本采用RSA2048+AES加密算法进行加密，加密后的文件无法解密。","NzkyNjhkODAtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/18 00:00:00","http://secimg.sangfor.com.cn/Fq-ksCXr8tGuqvfmQm91W4uDLXkb"
"B007_C0001","其他","网络安全状况分析报告  2018年11月","2018年11月，互联网网络安全状况整体指标平稳，但是有两个特征值得关注，一是数据泄露事件偶有发生，二是挖矿病毒热度暂时未减。11月一知名国际酒店集团的数据库被攻破，影响用户近5亿，保护数据安全越来越重要。比特币汇率暴跌，但暂时未影响挖矿病毒的攻击热度，主要原因是，一方面黑客创建“旷工”的门槛相对较低，另一方面国内仍有较多个人和企业网络安全防护措施未做到位。此外，监测数据显示，网站漏洞问题依旧严峻，高危数量继续攀升，教育和政府行业最值得关注。","NzQ1ZmZhMGMtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/18 00:00:00","http://secimg.sangfor.com.cn/FhL0Jjma8HbT6sUkjSse-yGK_tRi"
"B007_C0001","其他","揭秘勒索界海王如何横扫中国","GandCrab勒索病毒是2018年勒索病毒家族中最活跃的家族，该勒索病毒首次出现于2018年1月，在将近一年的时候内，经历了五个大版本的更新迭代，此勒索病毒的传播感染方式多种多样，使用的技术也不断升级，勒索病毒采用高强度加密算法，导致加密后的文件，大部分无法解密。","NzNhNmQ5YzgtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/14 00:00:00","http://secimg.sangfor.com.cn/FjT1dQfD5gk2Xdd_sfnfcD7gmHCt"
"B007_C0004","漏洞预警","【漏洞预警】ThinkPHP 5多版本远程代码执行漏洞预警","12月9日，ThinkPHP官方团队发布了最新版本的安全修复公告，该版本修复了一处远程代码执行漏洞，该漏洞由于ThinkPHP框架对控制器名没有进行足够的检测，导致在没有开启强制路由的情况下执行任意代码，最终服务器会被GetShell，该漏洞影响ThinkPHP 5.0、ThinkPHP 5.1多个版本。该漏洞利用难度小，但是危害性很大。","NzE4NmQ1YjItOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/12 00:00:00","http://secimg.sangfor.com.cn/FuS7qqp5f_KgLIlfwwQ_MoqEJ--F"
"B007_C0001","其他","融合多种病毒家族功能特点的MiraiXMiner物联网僵尸网络","近日，深信服安全团队跟踪到一新型的物联网僵尸网络，其融合了多种已知病毒家族的特点，包括Mirai物联网僵尸网络病毒、MyKings僵尸网络病毒、远控木马、挖矿等，传播方式包括永恒之蓝漏洞、闭路电视物联网设备漏洞、MSSQL漏洞、RDP爆破和Telnet爆破等。","NmQ4OWZlM2EtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/8 00:00:00","http://secimg.sangfor.com.cn/Fs7fxc3uCsFS98HqsHZgigYXTSRE"
"B007_C0001","其他","GhostPetya骷髅头勒索病毒袭卷半导体行业，深信服率先推出解决方案！","近日，国内半导体行业爆发勒索病毒，造成业务大面积瘫痪，深信服安全团队率先接到情报并进行处置，发现其攻击手段与早期Petya勒索病毒有相似之处，但又有很大不同，其攻击方式包括控制域控服务器、钓鱼邮件、永恒之蓝漏洞攻击和暴力破解，威力巨大，可在短时间内造成内网大量主机瘫痪并弹出骷髅头！","NzA5ZmVlODYtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/12/8 00:00:00","http://secimg.sangfor.com.cn/FmZzxZ0FztfXCC66EPKacTIngk53"
"B007_C0004","漏洞预警","【漏洞预警】PHPCMS 2008远程代码注入漏洞（CVE-2018-19127）预警","近日，PHPCMS 2008版本被爆出远程代码注入漏洞，漏洞CVE编号为：CVE-2018-19127。该漏洞利用向PHPCMS网站路径可控的缓存文件写入任意内容，从而可以写入PHP代码，获取网站WebShell，最终获取到网站的最高权限。该漏洞利用难度小，并且危害性极大。","NmMwZWM4NmEtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/28 00:00:00","http://secimg.sangfor.com.cn/Fry8uFqW588ZO6NG5i19WFPv34Cq"
"B007_C0001","其他","捕获一起恶意入侵事件的攻击溯源","近日，深信服安全团队接到客户本地的安全感知报警，提示有恶意的CC访问连接报警，访问恶意域名down.mys2018.xyz达到了1057次、访问my2018.zxy达到了490次主机直接被标记为了已失陷，经过较多的杀毒软件查杀均未查杀出异常，后续经过相关的排查发现服务器存在较大的安全隐患，与Myking团伙有较大的关联。","NmJiYTA1YjQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/28 00:00:00","http://secimg.sangfor.com.cn/Fs7fxc3uCsFS98HqsHZgigYXTSRE"
"B007_C0006","趋势分析","那些年让我们心惊胆战的IIS漏洞","根据Netcraft在2018年9月的最新全球Web服务器报告显示，Microsoft IIS依旧以9.57%的比例占据全球第三大最繁忙服务器，落后于Apache 34.07％和Nginx 25.45％。目前流行的Windows版本都默认安装IIS服务,但同时IIS的安全性一直被业内诟病，一旦IIS出现高危漏洞，将会出现范围广、影响深的特点。","NmEzZTgxMjQtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/22 00:00:00","http://secimg.sangfor.com.cn/FiUL734CMpAcmHsVIwkOPp_PLNJp"
"B007_C0001","其他","WannaMine升级到V3.0版本，警惕中招！","近日，多个企业反馈大量主机和服务存在卡顿和蓝屏现象，在寻求深信服协助后，部署了深信服终端检测平台（EDR），使用EDR进行全网扫描发现大量主机感染了相同的病毒。
深信服安全团队研究发现，该企业用户中的是最新型的WannaMine变种，之前有WannaMine1.0和WannaMine2.0版本。","NmFkMTYxMmUtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/22 00:00:00","null"
"B007_C0001","其他","简单！有效！深信服率先发布Oracle数据库勒索病毒自检工具","近日，Oracle数据库勒索病毒又活跃了，其实这并非新病毒，早在2年前，即2016年11月就发现了，深信服一直持续关注此病毒。

我们提醒用户，无需过渡恐慌，只要不要乱下载PL/SQL破解版工具就不会中招！","NjdjODIzYzgtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/20 00:00:00","http://secimg.sangfor.com.cn/FvkMmzhfLE5SEalf9jS2Y33WjMAn"
"B007_C0001","其他","【攻防演练】Coinhive网页挖矿详解","近期“网页挖矿”出现在了我们的视野，网页挖矿是一种利用网站前端javascript进行挖矿的一种行为。目前主要利用CoinHive和JSEcoin这两个手段进行网页挖矿，除此之外还有利用Webmine，Cryptoloot，Webmine等进行挖矿。通过对近期出现的“网页挖矿”事件的分析，发现几乎都是利用Coinhive。","Njk1NWEyOTItOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/20 00:00:00","http://secimg.sangfor.com.cn/FgSC7PYMnkMx9Vwii2Ka9MzCSd_B"
"B007_C0001","其他","从某电商钓鱼事件探索黑客“一站式服务”","深信服EDR安全团队，整理分析了一起某电商钓鱼事件，通过关联信息，发现背后可能存在一个“产业链齐全”的黑客团伙，研究发现其具备“一站式服务”的黑客攻击手段。","NjczYTVhNDgtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/19 00:00:00","http://secimg.sangfor.com.cn/FtfPMytNkLncCJvTg5zW-3dHfszX"
"B007_C0008","安全技术","CMS真的安全吗？（三）洞鉴Discuz!","根据千里目实验室漏洞库的统计，Discuz!历史漏洞总量高达200余个，其中Discuz!系列由于开发时间较早，代码较不规范，漏洞较多，漏洞超过130个以上，而Discuz!X作为其主打升级产品，漏洞数量较之前Discuz!少，约为80余个。","NjVhMWQ1NmMtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2018/11/19 00:00:00","http://secimg.sangfor.com.cn/FghpBjp9pI_RKn95NiFK56VtxEks"
